is_bot,message_length,has_media,unique_users_per_group_message,is_reply,url_count,total_messages,normalized_days_until_first_post,language_match,messages_repeat_by_user,username_matches_language,formatted_text_count,sample_ids,actual,predicted,predicted_cluster,category
0,52,1,1,0,1,1,0.9904,0,2,0,0,1753,False,False,0,Games
0,1202,0,1,1,2,16,0.8371,1,1,1,0,1754,False,False,0,Games
0,125,1,1,0,1,1,0.806,1,1,1,0,1763,False,False,0,Games
0,52,0,1,1,1,1,1.0,0,4,0,0,1768,False,False,0,Games
0,2336,0,1,1,1,25,0.9341,1,1,1,0,1770,False,False,0,Games
0,120,0,1,0,1,2,1.0,1,1,1,0,1782,False,False,0,Games
0,52,0,1,1,1,1,0.9952,0,2,0,0,1784,False,False,0,Games
0,45,0,1,1,2,25,0.933,1,1,1,0,1787,False,False,0,Games
0,109,1,1,1,1,1,0.9964,1,1,1,0,1788,False,False,0,Games
0,52,1,1,1,1,1,0.9988,0,1,0,0,1798,False,False,0,Games
0,382,0,1,1,2,27,0.933,1,15,1,0,1801,False,False,0,Games
0,52,0,1,1,1,1,0.9857,0,1,0,0,1821,False,False,0,Games
0,1117,0,1,1,2,14,0.9343,1,1,1,0,1823,False,False,0,Games
0,79,0,1,1,1,14,0.9343,1,1,1,0,1824,False,False,0,Games
0,152,0,1,1,1,1,1.0,1,1,1,0,1830,False,False,0,Games
0,160,0,1,1,1,1,0.9761,1,1,1,0,1831,False,False,0,Games
0,58,0,1,1,1,24,0.8686,0,1,1,0,1834,False,False,0,Games
0,52,0,1,1,1,3,0.8507,0,5,0,0,1838,False,False,0,Games
0,447,0,1,1,1,3,0.7661,1,1,1,1,1849,True,True,0,Games
0,371,0,1,1,1,26,0.8341,1,11,1,0,1852,True,True,0,Games
0,52,0,1,0,1,2,0.9726,0,2,1,0,1854,False,False,0,Games
0,64,0,1,0,1,2,0.9726,1,1,1,0,1856,False,False,0,Games
0,1109,0,1,1,2,26,0.8341,1,1,1,0,1859,False,False,0,Games
0,72,0,1,1,1,1,0.9952,1,1,1,0,1861,False,False,0,Games
0,184,0,1,0,1,4,0.994,1,1,0,0,1862,False,False,0,Games
0,167,0,1,1,1,4,0.994,1,1,0,0,1863,False,False,0,Games
0,1095,0,1,1,2,14,0.8341,1,1,1,0,1869,False,False,0,Games
0,194,1,1,0,1,2,1.0,1,1,1,0,1871,False,False,0,Games
0,126,1,1,0,1,4,0.9809,1,1,0,0,1874,False,False,0,Games
0,97,1,1,0,1,4,0.9809,1,1,0,0,1878,False,False,0,Games
0,61,0,1,1,1,25,0.8665,0,1,1,0,1891,False,False,0,Games
0,153,0,1,1,1,25,0.8665,1,1,1,0,1895,False,False,0,Games
0,52,0,1,1,1,1,0.9678,0,1,1,0,1899,False,False,0,Games
0,1164,0,1,1,2,14,0.8331,1,1,1,0,1904,False,False,0,Games
0,285,1,1,0,1,2,0.9988,1,1,1,0,1906,False,False,0,Games
0,2220,0,1,1,1,39,0.9297,1,1,1,0,1911,False,False,0,Games
0,52,1,1,1,1,1,0.9917,0,1,1,0,1918,False,False,0,Games
0,451,0,1,1,1,39,0.9297,1,1,1,0,1920,False,True,0,Games
0,154,0,1,1,1,1,1.0012,1,1,1,0,1924,False,False,0,Games
0,340,0,1,1,1,39,0.9297,1,1,1,1,1925,True,True,0,Games
0,197,1,1,0,1,1,0.944,1,1,1,0,1929,False,False,0,Games
0,2201,0,1,1,1,39,0.9286,1,1,1,0,1930,False,False,0,Games
0,440,0,1,1,1,39,0.9286,1,3,1,0,1936,False,True,0,Games
0,219,0,1,1,1,39,0.9286,1,1,1,0,1938,False,False,0,Games
0,3064,0,1,1,1,39,0.9286,1,1,1,0,1941,False,False,0,Games
0,52,0,1,0,1,1,0.9869,0,1,1,0,1946,False,False,0,Games
0,172,0,1,1,1,19,0.8298,1,1,1,0,1947,False,False,0,Games
0,52,1,1,1,1,1,0.9893,0,1,1,0,1951,False,False,0,Games
0,357,0,1,1,1,57,0.9286,1,1,1,0,1953,False,True,0,Games
0,77,1,1,0,1,2,1.0,1,1,1,0,1954,False,False,0,Games
0,150,0,1,1,1,57,0.9286,1,1,1,0,1955,False,False,0,Games
0,467,0,1,1,1,57,0.9286,1,4,1,0,1958,True,True,0,Games
0,193,1,1,1,1,6,0.9905,1,1,0,0,1964,False,False,0,Games
0,114,1,1,0,1,2,1.0,1,1,1,0,1966,False,False,0,Games
0,52,1,1,0,1,1,1.0,0,1,1,0,1972,False,False,0,Games
0,80,1,1,1,1,13,0.7634,0,1,1,0,1985,False,False,0,Games
0,325,0,1,1,1,57,0.9275,1,2,1,0,1988,True,True,0,Games
0,52,0,1,1,1,1,0.9988,0,2,0,0,1997,False,False,0,Games
0,52,1,1,1,1,2,0.9405,0,3,0,0,1998,False,False,0,Games
0,382,0,2,1,2,33,0.8644,1,7,1,1,2000,False,False,0,Games
0,79,0,1,0,1,1,1.0,1,1,1,0,2005,False,False,0,Games
0,122,0,1,1,1,33,0.8644,1,1,1,0,2006,False,False,0,Games
0,285,1,1,0,1,6,0.9893,1,1,0,0,2007,False,False,0,Games
0,1284,1,1,0,5,2,0.0095,1,1,1,52,2020,True,True,0,Games
0,127,1,1,0,1,2,0.9893,1,1,0,0,2021,False,False,0,Games
0,370,0,1,1,1,24,0.9298,1,1,1,0,2026,True,True,0,Games
0,52,0,1,0,1,2,0.9156,0,2,0,0,2034,False,False,0,Games
0,52,1,1,1,1,2,1.0,0,1,1,0,2036,False,False,0,Games
0,245,1,1,1,1,2,1.0,1,1,1,0,2037,False,False,0,Games
0,128,1,1,0,1,2,0.9976,1,2,1,0,2061,False,False,0,Games
0,109,0,1,1,1,29,0.9287,0,1,1,0,2067,False,False,0,Games
0,52,0,1,1,1,2,0.9869,0,1,0,0,2069,False,False,0,Games
0,1462,0,1,1,2,15,0.8292,1,1,1,0,2076,False,False,0,Games
0,112,0,1,1,1,1,0.9988,1,1,0,0,2079,False,False,0,Games
0,52,0,1,1,1,1,0.9988,0,1,1,0,2080,False,False,0,Games
0,1339,0,1,1,3,15,0.8292,1,1,1,0,2082,False,False,0,Games
0,217,1,1,0,1,3,0.987,1,1,0,0,2083,False,False,0,Games
0,52,1,1,1,1,1,0.9858,0,1,1,0,2088,False,False,0,Games
0,52,0,1,0,1,2,0.9941,0,2,0,0,2091,False,False,0,Games
0,105,0,1,1,1,24,0.8624,1,1,1,0,2094,False,False,0,Games
0,52,0,1,1,1,1,0.9964,0,1,0,0,2105,False,False,0,Games
0,52,0,1,1,1,1,0.9953,0,1,0,0,2114,False,False,0,Games
0,875,0,1,1,1,36,0.9253,1,2,1,1,2134,False,False,0,Games
0,1120,0,1,1,2,2,0.8282,1,1,1,0,2139,False,False,0,Games
0,118,1,1,1,1,4,0.9964,1,1,1,0,2147,False,False,0,Games
0,61,0,1,1,1,15,0.8258,1,1,1,0,2151,True,False,0,Games
0,227,1,1,0,1,3,0.9988,1,1,1,0,2152,False,False,0,Games
0,58,0,1,1,1,15,0.8258,1,1,1,0,2156,True,False,0,Games
0,68,0,1,1,1,1,0.9976,1,1,1,0,2161,False,False,0,Games
0,74,1,1,0,1,1,1.0,0,1,1,0,2162,False,False,0,Games
0,366,1,1,1,1,54,0.9242,1,2,1,0,2170,True,False,0,Games
0,182,1,1,0,1,1,0.9858,1,1,0,0,2174,False,False,0,Games
0,298,0,1,1,1,54,0.9242,1,1,1,0,2180,False,True,0,Games
0,52,0,1,0,1,1,0.9988,0,2,1,0,2185,False,False,0,Games
0,383,0,1,1,1,22,0.8249,1,2,1,0,2194,True,True,0,Games
0,268,0,1,1,1,22,0.8249,1,1,1,0,2196,True,False,0,Games
0,52,1,1,1,1,1,0.9751,0,1,0,0,2197,False,False,0,Games
0,52,1,1,1,1,1,0.845,0,1,1,0,2201,False,False,0,Games
0,52,0,1,1,1,1,0.9657,0,1,0,0,2213,False,False,0,Games
0,452,0,1,1,1,21,0.8272,1,1,1,0,2220,False,True,0,Games
0,134,0,1,0,1,1,1.0012,1,1,0,0,2230,False,False,0,Games
0,188,1,1,1,1,2,0.9976,1,1,1,0,2231,False,False,0,Games
0,52,0,1,1,1,1,0.9704,0,1,1,0,2241,False,False,0,Games
0,52,1,1,1,1,2,0.9953,0,2,1,0,2250,False,False,0,Games
0,108,0,1,0,1,1,0.9267,1,1,0,0,2260,False,False,0,Games
0,125,0,1,1,1,1,1.0012,1,1,1,0,2266,False,False,0,Games
0,210,1,1,1,1,2,0.9704,1,1,0,0,2273,False,False,0,Games
0,186,1,1,1,1,1,0.9929,1,1,0,0,2282,False,False,0,Games
0,104,0,1,1,1,2,0.9917,1,1,0,0,2292,False,False,0,Games
0,335,1,1,1,1,2,0.9457,1,1,0,0,2299,False,False,0,Games
0,107,0,1,0,1,1,0.9835,1,1,1,0,2302,False,False,0,Games
0,52,0,1,0,1,1,0.9622,0,1,1,0,2315,False,False,0,Games
0,250,0,1,1,1,50,0.9209,1,1,1,0,2317,True,True,0,Games
0,66,0,1,1,1,3,0.9965,1,1,1,0,2320,False,False,0,Games
0,94,1,1,0,1,1,0.8076,1,1,0,0,2321,False,False,0,Games
0,52,0,1,0,1,3,1.0012,0,2,0,0,2323,False,False,0,Games
0,64,0,1,1,1,3,0.9705,0,1,0,0,2330,False,False,0,Games
0,178,0,1,0,1,1,1.0,1,1,0,0,2334,False,False,0,Games
0,489,0,1,1,1,5,0.7571,1,1,1,1,2342,True,True,0,Games
0,52,1,2,1,1,4,0.9304,0,1,0,0,2345,False,False,0,Games
0,327,0,1,1,1,5,0.7571,1,1,1,1,2346,True,True,0,Games
0,1260,1,1,0,5,1,0.0094,1,1,1,45,2348,True,True,0,Games
0,111,1,1,0,1,2,1.0,1,1,0,0,2349,False,False,0,Games
0,52,1,1,1,1,1,0.9976,0,2,1,0,2351,False,False,0,Games
0,230,1,1,1,1,1,0.9917,1,1,0,0,2353,False,False,0,Games
0,872,0,1,1,1,14,0.8219,1,16,1,1,2363,False,False,0,Games
0,66,1,1,1,1,1,0.9788,1,1,0,0,2376,False,False,0,Games
0,117,0,1,1,1,48,0.9187,1,1,1,0,2385,False,False,0,Games
0,52,1,1,0,1,2,1.0,0,3,1,0,2388,False,False,0,Games
0,76,1,1,0,1,1,1.0,1,1,1,0,2389,False,False,0,Games
0,309,1,1,0,1,1,0.9976,1,1,1,0,2390,False,False,0,Games
0,106,0,1,0,1,1,1.0,1,1,0,0,2401,False,False,0,Games
0,110,0,1,1,1,1,0.9976,1,1,0,0,2409,False,False,0,Games
0,90,1,1,1,1,3,0.9953,1,1,1,0,2412,False,False,0,Games
0,125,1,1,0,1,1,0.9988,1,1,1,0,2418,False,False,0,Games
0,786,0,1,1,1,21,0.8224,1,1,1,0,2421,False,False,0,Games
0,52,0,1,1,1,1,0.9918,0,1,1,0,2423,False,False,0,Games
0,382,0,1,1,2,21,0.8224,1,2,1,1,2426,False,False,0,Games
0,359,0,1,0,1,2,0.9965,1,1,1,0,2433,False,False,0,Games
0,207,1,1,1,1,2,0.9459,1,1,1,0,2435,False,False,0,Games
0,108,1,1,0,1,1,0.9906,1,1,0,0,2442,False,False,0,Games
0,94,0,1,0,1,2,0.8047,1,1,0,0,2444,False,False,0,Games
0,119,0,1,1,1,30,0.8214,1,1,1,0,2446,False,False,0,Games
0,200,0,1,1,1,2,0.9941,1,1,0,0,2447,False,False,0,Games
0,69,1,1,1,1,1,0.9906,1,1,0,0,2455,False,False,0,Games
0,1120,0,1,1,2,30,0.8214,1,1,1,0,2456,False,False,0,Games
0,39,0,1,1,1,30,0.8214,1,1,1,0,2457,False,False,0,Games
0,127,1,1,1,1,1,0.9953,1,1,1,0,2459,False,False,0,Games
0,982,0,1,1,1,54,0.9166,1,1,1,0,2460,False,False,0,Games
0,139,0,1,0,1,1,1.0,1,1,0,0,2466,False,False,0,Games
0,52,1,1,1,1,1,0.9918,0,1,0,0,2473,False,False,0,Games
0,377,0,1,1,1,54,0.9166,1,1,1,1,2476,True,True,0,Games
0,52,0,1,1,1,2,0.8907,0,3,0,0,2478,False,False,0,Games
0,52,0,1,1,1,1,1.0,0,2,0,0,2483,False,False,0,Games
0,381,0,1,1,1,13,0.7535,1,1,1,0,2487,True,True,0,Games
0,83,0,1,1,1,13,0.7535,1,1,1,0,2488,False,False,0,Games
0,69,0,1,1,1,13,0.7535,0,1,1,1,2489,False,False,0,Games
0,184,0,1,0,1,2,0.9155,1,1,0,0,2497,False,False,0,Games
0,100,1,1,1,1,1,1.0,1,1,0,0,2512,False,False,0,Games
0,364,0,1,1,1,47,0.9155,1,1,1,0,2521,True,True,0,Games
0,116,1,1,1,1,1,0.9953,1,1,1,0,2525,False,False,0,Games
0,94,0,1,0,1,3,0.9918,1,1,1,0,2526,False,False,0,Games
0,1036,0,1,1,2,1,0.9848,1,1,1,0,2533,False,False,0,Games
0,77,1,1,1,1,5,0.7526,0,1,1,0,2540,False,False,0,Games
0,313,1,1,0,1,2,0.9883,1,1,0,0,2542,False,False,0,Games
0,137,1,1,0,1,8,0.9637,0,1,0,0,2545,False,False,0,Games
0,189,1,1,0,1,4,0.9941,1,1,0,0,2553,False,False,0,Games
0,52,0,1,1,1,3,1.0,0,3,0,0,2558,False,False,0,Games
0,71,0,1,0,1,4,0.9941,1,1,0,0,2562,False,False,0,Games
0,159,1,1,0,1,8,0.9637,1,1,0,0,2566,False,False,0,Games
0,52,0,1,1,1,3,0.993,0,3,0,0,2580,False,False,0,Games
0,52,0,1,0,1,1,0.9426,0,1,0,0,2581,False,False,0,Games
0,52,0,1,0,1,2,1.0012,0,1,0,0,2583,False,False,0,Games
0,230,1,1,0,1,2,1.0012,1,1,0,0,2586,False,False,0,Games
0,57,1,1,0,1,1,1.0,0,1,1,0,2588,False,False,0,Games
0,1124,0,1,1,2,36,0.9168,1,1,1,0,2589,False,False,0,Games
0,154,0,1,0,1,1,0.993,1,1,0,0,2591,False,False,0,Games
0,296,1,1,0,1,2,1.0,1,1,1,0,2599,False,False,0,Games
0,52,1,1,0,1,1,0.9883,0,1,1,0,2600,False,False,0,Games
0,1077,0,1,1,2,28,0.8185,1,1,1,0,2601,False,False,0,Games
0,154,1,1,0,1,1,0.993,1,1,0,0,2603,False,False,0,Games
0,81,1,1,0,1,2,0.9977,1,1,1,0,2636,False,False,0,Games
0,94,1,1,0,1,1,0.9614,1,1,0,0,2637,False,False,0,Games
0,68,1,1,0,1,1,0.9778,1,1,0,0,2639,False,False,0,Games
0,89,1,1,0,1,1,1.0,1,1,0,0,2640,False,False,0,Games
0,77,1,1,0,1,1,0.9871,0,1,1,0,2642,False,False,0,Games
0,59,1,1,1,1,1,0.9052,0,1,1,0,2653,False,False,0,Games
0,52,0,1,1,1,4,0.9836,0,2,1,0,2676,False,False,0,Games
0,316,1,1,0,1,1,1.0,1,1,1,0,2677,False,False,0,Games
0,756,0,1,1,1,9,0.7509,1,1,1,5,2682,True,True,0,Games
0,52,1,1,0,1,2,0.9977,0,1,0,0,2696,False,False,0,Games
0,52,1,1,1,1,2,0.9415,0,1,1,0,2698,False,False,0,Games
0,159,1,1,0,1,1,1.0,1,1,0,0,2718,False,False,0,Games
0,52,0,1,0,1,1,0.9977,0,2,1,0,2720,False,False,0,Games
0,105,1,1,1,1,1,0.9708,1,2,1,0,2726,False,False,0,Games
0,848,0,1,1,1,24,0.9112,1,84,1,5,2729,True,True,0,Games
0,98,0,1,1,1,1,0.9895,1,1,1,0,2730,False,False,0,Games
0,140,1,1,0,1,1,1.0,1,1,1,0,2735,False,False,0,Games
0,146,1,1,1,1,1,0.9965,1,1,0,0,2740,False,False,0,Games
0,103,0,1,1,1,37,0.8143,1,1,1,0,2747,False,False,0,Games
0,52,1,1,0,1,1,0.9965,0,2,1,0,2750,False,False,0,Games
0,342,0,1,1,1,32,0.9102,1,1,1,2,2760,True,True,0,Games
0,344,0,1,1,1,32,0.9102,1,1,1,2,2761,True,True,0,Games
0,67,1,1,0,1,1,0.9697,0,1,0,0,2766,False,False,0,Games
0,52,0,1,1,1,1,0.9977,0,1,0,0,2767,False,False,0,Games
0,68,0,1,1,1,2,0.9895,1,1,0,0,2780,False,False,0,Games
0,63,0,1,1,1,1,0.9977,0,1,0,0,2783,False,False,0,Games
0,147,0,1,1,1,3,0.9965,1,1,0,0,2795,False,False,0,Games
0,352,1,1,0,1,1,1.0,1,1,0,0,2814,False,False,0,Games
0,144,1,1,0,1,1,1.0,1,1,0,0,2820,False,False,0,Games
0,180,1,1,0,1,1,1.0,1,1,0,0,2823,False,False,0,Games
0,52,1,1,1,1,1,0.9347,0,1,1,0,2837,False,False,0,Games
0,52,1,2,1,1,1,0.993,0,1,0,0,2841,False,False,0,Games
0,111,0,1,0,1,1,1.0012,1,1,0,0,2844,False,False,0,Games
0,107,0,1,1,1,36,0.8473,1,1,1,0,2852,False,False,0,Games
0,52,1,1,1,1,1,0.9907,0,1,1,0,2854,False,False,0,Games
0,144,1,1,0,1,6,0.9709,1,1,0,0,2857,False,False,0,Games
0,52,1,1,1,1,2,0.9709,0,1,1,0,2864,False,False,0,Games
0,52,0,1,1,1,1,0.993,0,1,0,0,2865,False,False,0,Games
0,52,0,1,0,1,1,0.9965,0,1,0,0,2867,False,False,0,Games
0,103,1,1,0,1,1,0.9511,1,1,0,0,2868,False,False,0,Games
0,491,0,1,0,5,1,0.0093,1,1,1,38,2872,True,True,0,Games
0,121,0,1,1,1,28,0.9104,1,1,1,0,2880,False,False,0,Games
0,111,1,1,1,1,1,1.0,1,1,0,0,2882,False,False,0,Games
0,218,1,1,0,1,1,0.9942,1,1,1,0,2885,False,False,0,Games
0,465,1,1,0,1,6,0.9697,1,1,0,0,2890,False,False,0,Games
0,451,1,1,0,1,6,0.9697,1,1,0,0,2891,False,False,0,Games
0,136,0,1,0,1,1,0.9662,1,1,1,0,2896,False,False,0,Games
0,52,1,1,0,1,2,0.9884,0,2,0,0,2897,False,False,0,Games
0,52,1,1,1,1,1,0.986,0,1,1,0,2900,False,False,0,Games
0,52,0,1,1,1,1,0.9744,0,1,1,0,2901,False,False,0,Games
0,494,0,1,1,1,36,0.908,1,1,1,2,2903,True,True,0,Games
0,146,1,1,0,1,1,0.9919,1,1,0,0,2911,False,False,0,Games
0,955,0,1,1,1,5,0.7465,1,1,1,5,2924,True,True,0,Games
0,411,0,1,1,1,5,0.7465,1,2,1,2,2927,True,True,0,Games
0,52,1,1,0,1,1,0.9907,0,1,1,0,2929,False,False,0,Games
0,75,1,1,1,1,1,0.993,1,1,0,0,2930,False,False,0,Games
0,270,0,1,0,1,2,0.993,1,1,1,0,2931,False,False,0,Games
0,264,1,1,0,1,1,0.9977,1,1,0,0,2934,False,False,0,Games
0,52,1,1,1,1,3,0.9977,0,5,1,0,2936,False,False,0,Games
0,870,0,1,1,1,30,0.8105,1,1,1,1,2937,False,False,0,Games
0,158,1,1,1,1,1,0.9953,1,1,1,0,2942,False,False,0,Games
0,363,0,1,1,1,52,0.907,1,2,1,2,2952,True,True,0,Games
0,52,1,1,0,1,1,0.9965,0,1,1,0,2954,False,False,0,Games
0,148,1,1,0,1,2,1.0,1,1,0,0,2957,False,False,0,Games
0,52,0,1,1,1,1,0.9919,0,5,0,0,2958,False,False,0,Games
0,28,0,1,1,1,52,0.907,1,1,1,0,2959,False,False,0,Games
